Municipality code,Municipality,Age,Total
075002,Alessano,18,59
075002,Alessano,19,77
075002,Alessano,20,83
075002,Alessano,21,58
075002,Alessano,22,67
075002,Alessano,23,67
075002,Alessano,24,66
075002,Alessano,25,64
075002,Alessano,26,60
075002,Alessano,27,70
075002,Alessano,28,62
075002,Alessano,29,75
075002,Alessano,30,72
075002,Alessano,31,68
075002,Alessano,32,68
075002,Alessano,33,57
075002,Alessano,34,62
075002,Alessano,35,61
075002,Alessano,36,57
075002,Alessano,37,66
075002,Alessano,38,53
075002,Alessano,39,69
075002,Alessano,40,72
075002,Alessano,41,74
075002,Alessano,42,73
075002,Alessano,43,79
075002,Alessano,44,62
075002,Alessano,45,71
075002,Alessano,46,104
075002,Alessano,47,94
075002,Alessano,48,98
075002,Alessano,49,87
075002,Alessano,50,84
075002,Alessano,51,102
075002,Alessano,52,87
075002,Alessano,53,96
075002,Alessano,54,106
075002,Alessano,55,100
075002,Alessano,56,102
075002,Alessano,57,94
075002,Alessano,58,79
075002,Alessano,59,102
075002,Alessano,60,82
075002,Alessano,61,87
075002,Alessano,62,86
075002,Alessano,63,76
075002,Alessano,64,78
075002,Alessano,65,79
075003,Alezio,18,65
075003,Alezio,19,68
075003,Alezio,20,54
075003,Alezio,21,51
075003,Alezio,22,58
075003,Alezio,23,56
075003,Alezio,24,53
075003,Alezio,25,53
075003,Alezio,26,56
075003,Alezio,27,45
075003,Alezio,28,68
075003,Alezio,29,58
075003,Alezio,30,65
075003,Alezio,31,65
075003,Alezio,32,52
075003,Alezio,33,47
075003,Alezio,34,44
075003,Alezio,35,61
075003,Alezio,36,69
075003,Alezio,37,50
075003,Alezio,38,52
075003,Alezio,39,80
075003,Alezio,40,85
075003,Alezio,41,64
075003,Alezio,42,66
075003,Alezio,43,81
075003,Alezio,44,88
075003,Alezio,45,84
075003,Alezio,46,76
075003,Alezio,47,92
075003,Alezio,48,102
075003,Alezio,49,90
075003,Alezio,50,64
075003,Alezio,51,84
075003,Alezio,52,90
075003,Alezio,53,99
075003,Alezio,54,103
075003,Alezio,55,110
075003,Alezio,56,92
075003,Alezio,57,96
075003,Alezio,58,76
075003,Alezio,59,82
075003,Alezio,60,74
075003,Alezio,61,63
075003,Alezio,62,93
075003,Alezio,63,66
075003,Alezio,64,79
075003,Alezio,65,53
075004,Alliste,18,72
075004,Alliste,19,79
075004,Alliste,20,63
075004,Alliste,21,78
075004,Alliste,22,70
075004,Alliste,23,69
075004,Alliste,24,78
075004,Alliste,25,83
075004,Alliste,26,65
075004,Alliste,27,66
075004,Alliste,28,63
075004,Alliste,29,60
075004,Alliste,30,87
075004,Alliste,31,84
075004,Alliste,32,69
075004,Alliste,33,67
075004,Alliste,34,72
075004,Alliste,35,76
075004,Alliste,36,60
075004,Alliste,37,66
075004,Alliste,38,61
075004,Alliste,39,74
075004,Alliste,40,90
075004,Alliste,41,80
075004,Alliste,42,86
075004,Alliste,43,89
075004,Alliste,44,80
075004,Alliste,45,99
075004,Alliste,46,95
075004,Alliste,47,101
075004,Alliste,48,118
075004,Alliste,49,103
075004,Alliste,50,86
075004,Alliste,51,102
075004,Alliste,52,90
075004,Alliste,53,102
075004,Alliste,54,113
075004,Alliste,55,87
075004,Alliste,56,101
075004,Alliste,57,92
075004,Alliste,58,106
075004,Alliste,59,119
075004,Alliste,60,102
075004,Alliste,61,104
075004,Alliste,62,98
075004,Alliste,63,87
075004,Alliste,64,81
075004,Alliste,65,70
075005,Andrano,18,53
075005,Andrano,19,47
075005,Andrano,20,44
075005,Andrano,21,39
075005,Andrano,22,50
075005,Andrano,23,51
075005,Andrano,24,65
075005,Andrano,25,53
075005,Andrano,26,47
075005,Andrano,27,47
075005,Andrano,28,44
075005,Andrano,29,50
075005,Andrano,30,63
075005,Andrano,31,53
075005,Andrano,32,47
075005,Andrano,33,35
075005,Andrano,34,42
075005,Andrano,35,40
075005,Andrano,36,38
075005,Andrano,37,46
075005,Andrano,38,32
075005,Andrano,39,46
075005,Andrano,40,39
075005,Andrano,41,46
075005,Andrano,42,66
075005,Andrano,43,48
075005,Andrano,44,58
075005,Andrano,45,70
075005,Andrano,46,59
075005,Andrano,47,53
075005,Andrano,48,54
075005,Andrano,49,65
075005,Andrano,50,62
075005,Andrano,51,61
075005,Andrano,52,70
075005,Andrano,53,71
075005,Andrano,54,70
075005,Andrano,55,62
075005,Andrano,56,90
075005,Andrano,57,77
075005,Andrano,58,82
075005,Andrano,59,63
075005,Andrano,60,62
075005,Andrano,61,68
075005,Andrano,62,71
075005,Andrano,63,78
075005,Andrano,64,75
075005,Andrano,65,75
075006,Aradeo,18,110
075006,Aradeo,19,92
075006,Aradeo,20,87
075006,Aradeo,21,90
075006,Aradeo,22,87
075006,Aradeo,23,93
075006,Aradeo,24,90
075006,Aradeo,25,89
075006,Aradeo,26,85
075006,Aradeo,27,98
075006,Aradeo,28,89
075006,Aradeo,29,96
075006,Aradeo,30,92
075006,Aradeo,31,92
075006,Aradeo,32,106
075006,Aradeo,33,90
075006,Aradeo,34,105
075006,Aradeo,35,90
075006,Aradeo,36,93
075006,Aradeo,37,112
075006,Aradeo,38,91
075006,Aradeo,39,119
075006,Aradeo,40,101
075006,Aradeo,41,118
075006,Aradeo,42,131
075006,Aradeo,43,136
075006,Aradeo,44,120
075006,Aradeo,45,108
075006,Aradeo,46,126
075006,Aradeo,47,125
075006,Aradeo,48,130
075006,Aradeo,49,129
075006,Aradeo,50,121
075006,Aradeo,51,133
075006,Aradeo,52,109
075006,Aradeo,53,126
075006,Aradeo,54,140
075006,Aradeo,55,156
075006,Aradeo,56,130
075006,Aradeo,57,151
075006,Aradeo,58,126
075006,Aradeo,59,114
075006,Aradeo,60,127
075006,Aradeo,61,120
075006,Aradeo,62,133
075006,Aradeo,63,122
075006,Aradeo,64,109
075006,Aradeo,65,115
075007,Arnesano,18,43
075007,Arnesano,19,52
075007,Arnesano,20,45
075007,Arnesano,21,37
075007,Arnesano,22,45
075007,Arnesano,23,47
075007,Arnesano,24,47
075007,Arnesano,25,30
075007,Arnesano,26,30
075007,Arnesano,27,36
075007,Arnesano,28,34
075007,Arnesano,29,50
075007,Arnesano,30,31
075007,Arnesano,31,38
075007,Arnesano,32,33
075007,Arnesano,33,43
075007,Arnesano,34,38
075007,Arnesano,35,44
075007,Arnesano,36,50
075007,Arnesano,37,44
075007,Arnesano,38,58
075007,Arnesano,39,39
075007,Arnesano,40,51
075007,Arnesano,41,55
075007,Arnesano,42,46
075007,Arnesano,43,52
075007,Arnesano,44,62
075007,Arnesano,45,48
075007,Arnesano,46,68
075007,Arnesano,47,61
075007,Arnesano,48,69
075007,Arnesano,49,62
075007,Arnesano,50,68
075007,Arnesano,51,64
075007,Arnesano,52,66
075007,Arnesano,53,68
075007,Arnesano,54,77
075007,Arnesano,55,69
075007,Arnesano,56,66
075007,Arnesano,57,58
075007,Arnesano,58,69
075007,Arnesano,59,61
075007,Arnesano,60,54
075007,Arnesano,61,56
075007,Arnesano,62,48
075007,Arnesano,63,45
075007,Arnesano,64,36
075007,Arnesano,65,59
073001,Avetrana,18,76
073001,Avetrana,19,62
073001,Avetrana,20,52
073001,Avetrana,21,66
073001,Avetrana,22,60
073001,Avetrana,23,59
073001,Avetrana,24,56
073001,Avetrana,25,76
073001,Avetrana,26,58
073001,Avetrana,27,55
073001,Avetrana,28,35
073001,Avetrana,29,54
073001,Avetrana,30,72
073001,Avetrana,31,72
073001,Avetrana,32,62
073001,Avetrana,33,66
073001,Avetrana,34,67
073001,Avetrana,35,72
073001,Avetrana,36,80
073001,Avetrana,37,78
073001,Avetrana,38,87
073001,Avetrana,39,74
073001,Avetrana,40,73
073001,Avetrana,41,83
073001,Avetrana,42,67
073001,Avetrana,43,87
073001,Avetrana,44,87
073001,Avetrana,45,94
073001,Avetrana,46,93
073001,Avetrana,47,76
073001,Avetrana,48,118
073001,Avetrana,49,84
073001,Avetrana,50,86
073001,Avetrana,51,87
073001,Avetrana,52,83
073001,Avetrana,53,96
073001,Avetrana,54,100
073001,Avetrana,55,95
073001,Avetrana,56,88
073001,Avetrana,57,91
073001,Avetrana,58,87
073001,Avetrana,59,110
073001,Avetrana,60,85
073001,Avetrana,61,83
073001,Avetrana,62,87
073001,Avetrana,63,94
073001,Avetrana,64,87
073001,Avetrana,65,104
075008,Bagnolo del Salento,18,16
075008,Bagnolo del Salento,19,21
075008,Bagnolo del Salento,20,13
075008,Bagnolo del Salento,21,21
075008,Bagnolo del Salento,22,23
075008,Bagnolo del Salento,23,22
075008,Bagnolo del Salento,24,21
075008,Bagnolo del Salento,25,20
075008,Bagnolo del Salento,26,19
075008,Bagnolo del Salento,27,15
075008,Bagnolo del Salento,28,15
075008,Bagnolo del Salento,29,23
075008,Bagnolo del Salento,30,18
075008,Bagnolo del Salento,31,22
075008,Bagnolo del Salento,32,15
075008,Bagnolo del Salento,33,15
075008,Bagnolo del Salento,34,22
075008,Bagnolo del Salento,35,14
075008,Bagnolo del Salento,36,15
075008,Bagnolo del Salento,37,20
075008,Bagnolo del Salento,38,18
075008,Bagnolo del Salento,39,26
075008,Bagnolo del Salento,40,12
075008,Bagnolo del Salento,41,11
075008,Bagnolo del Salento,42,22
075008,Bagnolo del Salento,43,22
075008,Bagnolo del Salento,44,27
075008,Bagnolo del Salento,45,28
075008,Bagnolo del Salento,46,29
075008,Bagnolo del Salento,47,30
075008,Bagnolo del Salento,48,23
075008,Bagnolo del Salento,49,26
075008,Bagnolo del Salento,50,28
075008,Bagnolo del Salento,51,27
075008,Bagnolo del Salento,52,35
075008,Bagnolo del Salento,53,23
075008,Bagnolo del Salento,54,30
075008,Bagnolo del Salento,55,26
075008,Bagnolo del Salento,56,35
075008,Bagnolo del Salento,57,28
075008,Bagnolo del Salento,58,29
075008,Bagnolo del Salento,59,34
075008,Bagnolo del Salento,60,23
075008,Bagnolo del Salento,61,24
075008,Bagnolo del Salento,62,37
075008,Bagnolo del Salento,63,24
075008,Bagnolo del Salento,64,24
075008,Bagnolo del Salento,65,18
075009,Botrugno,18,23
075009,Botrugno,19,31
075009,Botrugno,20,22
075009,Botrugno,21,18
075009,Botrugno,22,23
075009,Botrugno,23,29
075009,Botrugno,24,31
075009,Botrugno,25,25
075009,Botrugno,26,27
075009,Botrugno,27,24
075009,Botrugno,28,29
075009,Botrugno,29,21
075009,Botrugno,30,18
075009,Botrugno,31,31
075009,Botrugno,32,25
075009,Botrugno,33,23
075009,Botrugno,34,31
075009,Botrugno,35,26
075009,Botrugno,36,25
075009,Botrugno,37,26
075009,Botrugno,38,30
075009,Botrugno,39,18
075009,Botrugno,40,24
075009,Botrugno,41,33
075009,Botrugno,42,48
075009,Botrugno,43,36
075009,Botrugno,44,34
075009,Botrugno,45,38
075009,Botrugno,46,36
075009,Botrugno,47,44
075009,Botrugno,48,47
075009,Botrugno,49,31
075009,Botrugno,50,37
075009,Botrugno,51,40
075009,Botrugno,52,41
075009,Botrugno,53,41
075009,Botrugno,54,38
075009,Botrugno,55,39
075009,Botrugno,56,34
075009,Botrugno,57,42
075009,Botrugno,58,45
075009,Botrugno,59,37
075009,Botrugno,60,32
075009,Botrugno,61,30
075009,Botrugno,62,34
075009,Botrugno,63,53
075009,Botrugno,64,22
075009,Botrugno,65,35
074001,Brindisi,18,827
074001,Brindisi,19,855
074001,Brindisi,20,842
074001,Brindisi,21,866
074001,Brindisi,22,847
074001,Brindisi,23,878
074001,Brindisi,24,887
074001,Brindisi,25,792
074001,Brindisi,26,863
074001,Brindisi,27,761
074001,Brindisi,28,803
074001,Brindisi,29,842
074001,Brindisi,30,928
074001,Brindisi,31,879
074001,Brindisi,32,917
074001,Brindisi,33,868
074001,Brindisi,34,873
074001,Brindisi,35,915
074001,Brindisi,36,877
074001,Brindisi,37,965
074001,Brindisi,38,950
074001,Brindisi,39,955
074001,Brindisi,40,1016
074001,Brindisi,41,1043
074001,Brindisi,42,989
074001,Brindisi,43,1006
074001,Brindisi,44,1064
074001,Brindisi,45,1151
074001,Brindisi,46,1231
074001,Brindisi,47,1269
074001,Brindisi,48,1339
074001,Brindisi,49,1274
074001,Brindisi,50,1270
074001,Brindisi,51,1294
074001,Brindisi,52,1289
074001,Brindisi,53,1279
074001,Brindisi,54,1329
074001,Brindisi,55,1357
074001,Brindisi,56,1343
074001,Brindisi,57,1306
074001,Brindisi,58,1381
074001,Brindisi,59,1311
074001,Brindisi,60,1243
074001,Brindisi,61,1219
074001,Brindisi,62,1207
074001,Brindisi,63,1189
074001,Brindisi,64,1117
074001,Brindisi,65,1150
075010,Calimera,18,71
075010,Calimera,19,62
075010,Calimera,20,58
075010,Calimera,21,59
075010,Calimera,22,55
075010,Calimera,23,68
075010,Calimera,24,61
075010,Calimera,25,59
075010,Calimera,26,51
075010,Calimera,27,73
075010,Calimera,28,50
075010,Calimera,29,58
075010,Calimera,30,70
075010,Calimera,31,50
075010,Calimera,32,60
075010,Calimera,33,62
075010,Calimera,34,70
075010,Calimera,35,52
075010,Calimera,36,71
075010,Calimera,37,76
075010,Calimera,38,60
075010,Calimera,39,67
075010,Calimera,40,61
075010,Calimera,41,81
075010,Calimera,42,75
075010,Calimera,43,97
075010,Calimera,44,97
075010,Calimera,45,93
075010,Calimera,46,90
075010,Calimera,47,107
075010,Calimera,48,123
075010,Calimera,49,106
075010,Calimera,50,108
075010,Calimera,51,100
075010,Calimera,52,104
075010,Calimera,53,104
075010,Calimera,54,126
075010,Calimera,55,100
075010,Calimera,56,125
075010,Calimera,57,107
075010,Calimera,58,118
075010,Calimera,59,98
075010,Calimera,60,114
075010,Calimera,61,92
075010,Calimera,62,78
075010,Calimera,63,104
075010,Calimera,64,91
075010,Calimera,65,79
075011,Campi Salentina,18,117
075011,Campi Salentina,19,102
075011,Campi Salentina,20,106
075011,Campi Salentina,21,98
075011,Campi Salentina,22,89
075011,Campi Salentina,23,114
075011,Campi Salentina,24,99
075011,Campi Salentina,25,96
075011,Campi Salentina,26,81
075011,Campi Salentina,27,84
075011,Campi Salentina,28,109
075011,Campi Salentina,29,111
075011,Campi Salentina,30,85
075011,Campi Salentina,31,99
075011,Campi Salentina,32,84
075011,Campi Salentina,33,100
075011,Campi Salentina,34,117
075011,Campi Salentina,35,104
075011,Campi Salentina,36,102
075011,Campi Salentina,37,110
075011,Campi Salentina,38,112
075011,Campi Salentina,39,98
075011,Campi Salentina,40,118
075011,Campi Salentina,41,122
075011,Campi Salentina,42,132
075011,Campi Salentina,43,126
075011,Campi Salentina,44,130
075011,Campi Salentina,45,145
075011,Campi Salentina,46,166
075011,Campi Salentina,47,137
075011,Campi Salentina,48,145
075011,Campi Salentina,49,123
075011,Campi Salentina,50,141
075011,Campi Salentina,51,149
075011,Campi Salentina,52,142
075011,Campi Salentina,53,142
075011,Campi Salentina,54,152
075011,Campi Salentina,55,145
075011,Campi Salentina,56,155
075011,Campi Salentina,57,147
075011,Campi Salentina,58,179
075011,Campi Salentina,59,138
075011,Campi Salentina,60,138
075011,Campi Salentina,61,158
075011,Campi Salentina,62,132
075011,Campi Salentina,63,151
075011,Campi Salentina,64,124
075011,Campi Salentina,65,152
075012,Cannole,18,17
075012,Cannole,19,23
075012,Cannole,20,15
075012,Cannole,21,23
075012,Cannole,22,22
075012,Cannole,23,13
075012,Cannole,24,12
075012,Cannole,25,15
075012,Cannole,26,14
075012,Cannole,27,16
075012,Cannole,28,10
075012,Cannole,29,16
075012,Cannole,30,13
075012,Cannole,31,22
075012,Cannole,32,6
075012,Cannole,33,5
075012,Cannole,34,12
075012,Cannole,35,9
075012,Cannole,36,11
075012,Cannole,37,17
075012,Cannole,38,14
075012,Cannole,39,14
075012,Cannole,40,19
075012,Cannole,41,23
075012,Cannole,42,20
075012,Cannole,43,23
075012,Cannole,44,20
075012,Cannole,45,26
075012,Cannole,46,20
075012,Cannole,47,23
075012,Cannole,48,28
075012,Cannole,49,27
075012,Cannole,50,23
075012,Cannole,51,30
075012,Cannole,52,40
075012,Cannole,53,30
075012,Cannole,54,27
075012,Cannole,55,37
075012,Cannole,56,24
075012,Cannole,57,15
075012,Cannole,58,23
075012,Cannole,59,24
075012,Cannole,60,19
075012,Cannole,61,27
075012,Cannole,62,15
075012,Cannole,63,19
075012,Cannole,64,25
075012,Cannole,65,24
075013,Caprarica di Lecce,18,16
075013,Caprarica di Lecce,19,22
075013,Caprarica di Lecce,20,23
075013,Caprarica di Lecce,21,28
075013,Caprarica di Lecce,22,20
075013,Caprarica di Lecce,23,11
075013,Caprarica di Lecce,24,22
075013,Caprarica di Lecce,25,21
075013,Caprarica di Lecce,26,15
075013,Caprarica di Lecce,27,15
075013,Caprarica di Lecce,28,15
075013,Caprarica di Lecce,29,26
075013,Caprarica di Lecce,30,14
075013,Caprarica di Lecce,31,18
075013,Caprarica di Lecce,32,21
075013,Caprarica di Lecce,33,19
075013,Caprarica di Lecce,34,27
075013,Caprarica di Lecce,35,17
075013,Caprarica di Lecce,36,27
075013,Caprarica di Lecce,37,26
075013,Caprarica di Lecce,38,31
075013,Caprarica di Lecce,39,22
075013,Caprarica di Lecce,40,21
075013,Caprarica di Lecce,41,23
075013,Caprarica di Lecce,42,38
075013,Caprarica di Lecce,43,36
075013,Caprarica di Lecce,44,29
075013,Caprarica di Lecce,45,41
075013,Caprarica di Lecce,46,33
075013,Caprarica di Lecce,47,39
075013,Caprarica di Lecce,48,28
075013,Caprarica di Lecce,49,32
075013,Caprarica di Lecce,50,26
075013,Caprarica di Lecce,51,36
075013,Caprarica di Lecce,52,35
075013,Caprarica di Lecce,53,30
075013,Caprarica di Lecce,54,34
075013,Caprarica di Lecce,55,24
075013,Caprarica di Lecce,56,38
075013,Caprarica di Lecce,57,45
075013,Caprarica di Lecce,58,33
075013,Caprarica di Lecce,59,37
075013,Caprarica di Lecce,60,50
075013,Caprarica di Lecce,61,21
075013,Caprarica di Lecce,62,45
075013,Caprarica di Lecce,63,37
075013,Caprarica di Lecce,64,37
075013,Caprarica di Lecce,65,24
075014,Carmiano,18,137
075014,Carmiano,19,110
075014,Carmiano,20,114
075014,Carmiano,21,129
075014,Carmiano,22,113
075014,Carmiano,23,115
075014,Carmiano,24,115
075014,Carmiano,25,101
075014,Carmiano,26,107
075014,Carmiano,27,129
075014,Carmiano,28,111
075014,Carmiano,29,128
075014,Carmiano,30,131
075014,Carmiano,31,149
075014,Carmiano,32,115
075014,Carmiano,33,138
075014,Carmiano,34,136
075014,Carmiano,35,122
075014,Carmiano,36,118
075014,Carmiano,37,117
075014,Carmiano,38,132
075014,Carmiano,39,130
075014,Carmiano,40,161
075014,Carmiano,41,165
075014,Carmiano,42,155
075014,Carmiano,43,180
075014,Carmiano,44,200
075014,Carmiano,45,190
075014,Carmiano,46,196
075014,Carmiano,47,180
075014,Carmiano,48,179
075014,Carmiano,49,168
075014,Carmiano,50,162
075014,Carmiano,51,187
075014,Carmiano,52,178
075014,Carmiano,53,159
075014,Carmiano,54,153
075014,Carmiano,55,178
075014,Carmiano,56,184
075014,Carmiano,57,199
075014,Carmiano,58,182
075014,Carmiano,59,158
075014,Carmiano,60,166
075014,Carmiano,61,158
075014,Carmiano,62,169
075014,Carmiano,63,134
075014,Carmiano,64,153
075014,Carmiano,65,143
073002,Carosino,18,79
073002,Carosino,19,68
073002,Carosino,20,79
073002,Carosino,21,68
073002,Carosino,22,63
073002,Carosino,23,75
073002,Carosino,24,69
073002,Carosino,25,56
073002,Carosino,26,64
073002,Carosino,27,62
073002,Carosino,28,66
073002,Carosino,29,58
073002,Carosino,30,59
073002,Carosino,31,64
073002,Carosino,32,61
073002,Carosino,33,75
073002,Carosino,34,65
073002,Carosino,35,63
073002,Carosino,36,75
073002,Carosino,37,71
073002,Carosino,38,80
073002,Carosino,39,84
073002,Carosino,40,89
073002,Carosino,41,102
073002,Carosino,42,109
073002,Carosino,43,107
073002,Carosino,44,129
073002,Carosino,45,123
073002,Carosino,46,119
073002,Carosino,47,102
073002,Carosino,48,126
073002,Carosino,49,100
073002,Carosino,50,108
073002,Carosino,51,105
073002,Carosino,52,99
073002,Carosino,53,96
073002,Carosino,54,92
073002,Carosino,55,96
073002,Carosino,56,121
073002,Carosino,57,104
073002,Carosino,58,105
073002,Carosino,59,95
073002,Carosino,60,90
073002,Carosino,61,112
073002,Carosino,62,94
073002,Carosino,63,87
073002,Carosino,64,79
073002,Carosino,65,68
074002,Carovigno,18,164
074002,Carovigno,19,149
074002,Carovigno,20,169
074002,Carovigno,21,188
074002,Carovigno,22,174
074002,Carovigno,23,201
074002,Carovigno,24,167
074002,Carovigno,25,183
074002,Carovigno,26,199
074002,Carovigno,27,205
074002,Carovigno,28,206
074002,Carovigno,29,201
074002,Carovigno,30,213
074002,Carovigno,31,217
074002,Carovigno,32,213
074002,Carovigno,33,217
074002,Carovigno,34,228
074002,Carovigno,35,225
074002,Carovigno,36,203
074002,Carovigno,37,212
074002,Carovigno,38,216
074002,Carovigno,39,228
074002,Carovigno,40,231
074002,Carovigno,41,202
074002,Carovigno,42,215
074002,Carovigno,43,249
074002,Carovigno,44,259
074002,Carovigno,45,255
074002,Carovigno,46,240
074002,Carovigno,47,290
074002,Carovigno,48,264
074002,Carovigno,49,266
074002,Carovigno,50,258
074002,Carovigno,51,264
074002,Carovigno,52,269
074002,Carovigno,53,261
074002,Carovigno,54,262
074002,Carovigno,55,274
074002,Carovigno,56,280
074002,Carovigno,57,283
074002,Carovigno,58,242
074002,Carovigno,59,282
074002,Carovigno,60,241
074002,Carovigno,61,244
074002,Carovigno,62,210
074002,Carovigno,63,243
074002,Carovigno,64,199
074002,Carovigno,65,180
075015,Carpignano Salentino,18,41
075015,Carpignano Salentino,19,25
075015,Carpignano Salentino,20,30
075015,Carpignano Salentino,21,33
075015,Carpignano Salentino,22,29
075015,Carpignano Salentino,23,40
075015,Carpignano Salentino,24,25
075015,Carpignano Salentino,25,22
075015,Carpignano Salentino,26,23
075015,Carpignano Salentino,27,23
075015,Carpignano Salentino,28,23
075015,Carpignano Salentino,29,29
075015,Carpignano Salentino,30,39
075015,Carpignano Salentino,31,34
075015,Carpignano Salentino,32,38
075015,Carpignano Salentino,33,40
075015,Carpignano Salentino,34,50
075015,Carpignano Salentino,35,36
075015,Carpignano Salentino,36,37
075015,Carpignano Salentino,37,41
075015,Carpignano Salentino,38,48
075015,Carpignano Salentino,39,39
075015,Carpignano Salentino,40,44
075015,Carpignano Salentino,41,44
075015,Carpignano Salentino,42,50
075015,Carpignano Salentino,43,48
075015,Carpignano Salentino,44,54
075015,Carpignano Salentino,45,59
075015,Carpignano Salentino,46,56
075015,Carpignano Salentino,47,56
075015,Carpignano Salentino,48,60
075015,Carpignano Salentino,49,58
075015,Carpignano Salentino,50,55
075015,Carpignano Salentino,51,46
075015,Carpignano Salentino,52,54
075015,Carpignano Salentino,53,50
075015,Carpignano Salentino,54,61
075015,Carpignano Salentino,55,60
075015,Carpignano Salentino,56,53
075015,Carpignano Salentino,57,45
075015,Carpignano Salentino,58,48
075015,Carpignano Salentino,59,56
075015,Carpignano Salentino,60,55
075015,Carpignano Salentino,61,61
075015,Carpignano Salentino,62,71
075015,Carpignano Salentino,63,57
075015,Carpignano Salentino,64,60
075015,Carpignano Salentino,65,49
075016,Casarano,18,209
075016,Casarano,19,187
075016,Casarano,20,203
075016,Casarano,21,235
075016,Casarano,22,225
075016,Casarano,23,211
075016,Casarano,24,195
075016,Casarano,25,210
075016,Casarano,26,213
075016,Casarano,27,227
075016,Casarano,28,217
075016,Casarano,29,193
075016,Casarano,30,187
075016,Casarano,31,205
075016,Casarano,32,202
075016,Casarano,33,172
075016,Casarano,34,193
075016,Casarano,35,204
075016,Casarano,36,200
075016,Casarano,37,218
075016,Casarano,38,220
075016,Casarano,39,226
075016,Casarano,40,220
075016,Casarano,41,240
075016,Casarano,42,251
075016,Casarano,43,296
075016,Casarano,44,269
075016,Casarano,45,279
075016,Casarano,46,329
075016,Casarano,47,292
075016,Casarano,48,329
075016,Casarano,49,318
075016,Casarano,50,292
075016,Casarano,51,318
075016,Casarano,52,297
075016,Casarano,53,329
075016,Casarano,54,329
075016,Casarano,55,310
075016,Casarano,56,319
075016,Casarano,57,272
075016,Casarano,58,314
075016,Casarano,59,265
075016,Casarano,60,298
075016,Casarano,61,280
075016,Casarano,62,268
075016,Casarano,63,269
075016,Casarano,64,240
075016,Casarano,65,238
073003,Castellaneta,18,176
073003,Castellaneta,19,156
073003,Castellaneta,20,136
073003,Castellaneta,21,176
073003,Castellaneta,22,179
073003,Castellaneta,23,157
073003,Castellaneta,24,177
073003,Castellaneta,25,179
073003,Castellaneta,26,155
073003,Castellaneta,27,168
073003,Castellaneta,28,165
073003,Castellaneta,29,172
073003,Castellaneta,30,180
073003,Castellaneta,31,177
073003,Castellaneta,32,178
073003,Castellaneta,33,166
073003,Castellaneta,34,154
073003,Castellaneta,35,176
073003,Castellaneta,36,184
073003,Castellaneta,37,169
073003,Castellaneta,38,173
073003,Castellaneta,39,195
073003,Castellaneta,40,209
073003,Castellaneta,41,180
073003,Castellaneta,42,220
073003,Castellaneta,43,218
073003,Castellaneta,44,227
073003,Castellaneta,45,228
073003,Castellaneta,46,251
073003,Castellaneta,47,278
073003,Castellaneta,48,238
073003,Castellaneta,49,249
073003,Castellaneta,50,266
073003,Castellaneta,51,283
073003,Castellaneta,52,215
073003,Castellaneta,53,267
073003,Castellaneta,54,260
073003,Castellaneta,55,267
073003,Castellaneta,56,283
073003,Castellaneta,57,282
073003,Castellaneta,58,238
073003,Castellaneta,59,221
073003,Castellaneta,60,227
073003,Castellaneta,61,255
073003,Castellaneta,62,212
073003,Castellaneta,63,246
073003,Castellaneta,64,208
073003,Castellaneta,65,231
075017,Castri di Lecce,18,20
075017,Castri di Lecce,19,33
075017,Castri di Lecce,20,26
075017,Castri di Lecce,21,33
075017,Castri di Lecce,22,38
075017,Castri di Lecce,23,42
075017,Castri di Lecce,24,34
075017,Castri di Lecce,25,28
075017,Castri di Lecce,26,30
075017,Castri di Lecce,27,29
075017,Castri di Lecce,28,27
075017,Castri di Lecce,29,22
075017,Castri di Lecce,30,22
075017,Castri di Lecce,31,29
075017,Castri di Lecce,32,24
075017,Castri di Lecce,33,35
075017,Castri di Lecce,34,33
075017,Castri di Lecce,35,23
075017,Castri di Lecce,36,25
075017,Castri di Lecce,37,32
075017,Castri di Lecce,38,25
075017,Castri di Lecce,39,22
075017,Castri di Lecce,40,30
075017,Castri di Lecce,41,31
075017,Castri di Lecce,42,34
075017,Castri di Lecce,43,47
075017,Castri di Lecce,44,43
075017,Castri di Lecce,45,45
075017,Castri di Lecce,46,49
075017,Castri di Lecce,47,32
075017,Castri di Lecce,48,50
075017,Castri di Lecce,49,38
075017,Castri di Lecce,50,33
075017,Castri di Lecce,51,54
075017,Castri di Lecce,52,38
075017,Castri di Lecce,53,43
075017,Castri di Lecce,54,47
075017,Castri di Lecce,55,51
075017,Castri di Lecce,56,52
075017,Castri di Lecce,57,44
075017,Castri di Lecce,58,55
075017,Castri di Lecce,59,45
075017,Castri di Lecce,60,34
075017,Castri di Lecce,61,48
075017,Castri di Lecce,62,48
075017,Castri di Lecce,63,36
075017,Castri di Lecce,64,36
075017,Castri di Lecce,65,36
075018,Castrignano de' Greci,18,25
075018,Castrignano de' Greci,19,30
075018,Castrignano de' Greci,20,31
075018,Castrignano de' Greci,21,26
075018,Castrignano de' Greci,22,38
075018,Castrignano de' Greci,23,33
075018,Castrignano de' Greci,24,43
075018,Castrignano de' Greci,25,38
075018,Castrignano de' Greci,26,39
075018,Castrignano de' Greci,27,48
075018,Castrignano de' Greci,28,34
075018,Castrignano de' Greci,29,38
075018,Castrignano de' Greci,30,37
075018,Castrignano de' Greci,31,34
075018,Castrignano de' Greci,32,40
